is.singular,source_db,tree_id,tree_code,tree_genus,tree_species,ht,dbh,longitude,latitude
1,S_NFI_3,984515,33_57_N_N_1_1,Pinus,pinea,22,65.3,-6.21421521448306,43.5613379237701
0,S_NFI_3,279756,11_1099_A_1_43_43,Pinus,pinea,9.5,25.05,-5.47169768485824,36.2809553301751
0,S_NFI_3,279963,11_1111_A_1_4_2,Pinus,pinea,9.6,25.1,-5.50433854886177,36.2622009104676
0,S_NFI_3,279965,11_1111_A_1_6_3,Pinus,pinea,9.5,26.25,-5.50436882865576,36.2621613074631
1,S_NFI_3,277198,11_862_A_1_8_8,Pinus,pinea,19.3,90.4,-5.9583731800751,36.1976795815211
0,S_NFI_3,307513,13_181_A_1_4_4,Pinus,pinea,9.5,25.95,-4.57677482896565,39.2791267791038
0,S_NFI_3,313520,13_557_A_1_5_4,Pinus,pinea,9.5,27.05,-4.01756555062785,39.1051098105842
0,S_NFI_3,328922,14_1038_A_1_26_12,Pinus,pinea,9.7,25.9,-4.44955352248903,38.1543486656935
0,S_NFI_3,328943,14_1039_A_1_18_17,Pinus,pinea,9.6,24.95,-4.43814777185367,38.1545434570005
0,S_NFI_3,328977,14_1040_A_3E_5_5,Pinus,pinea,9.4,26.5,-4.42650635288508,38.1546878442745
0,S_NFI_3,328991,14_1040_A_3E_19_19,Pinus,pinea,9.5,26.05,-4.42671927014439,38.1545590690298
0,S_NFI_3,329134,14_1053_A_1_16_16,Pinus,pinea,9.6,26.15,-4.46077347595878,38.1452918223335
0,S_NFI_3,329357,14_1069_A_3E_2_2,Pinus,pinea,9.4,26,-4.39205262112444,38.1370342165244
0,S_NFI_3,329439,14_1077_A_3E_14_14,Pinus,pinea,9.6,26.9,-4.26671077313678,38.1384337402392
0,S_NFI_3,329455,14_1078_A_1_14_14,Pinus,pinea,9.2,25.75,-4.25521700883942,38.1385338469463
0,S_NFI_3,329602,14_1091_A_1_19_17,Pinus,pinea,9.3,27.05,-4.26647323078824,38.1293811730692
0,S_NFI_3,329739,14_1102_A_1_13_13,Pinus,pinea,9.5,25.95,-4.27772267997397,38.1201502668012
0,S_NFI_3,330484,14_1183_A_1_18_18,Pinus,pinea,9.2,26.6,-5.16389210991003,37.9990943110443
0,S_NFI_3,330635,14_1194_A_1_14_14,Pinus,pinea,9.2,27.05,-5.09533843701612,37.991366429855
0,S_NFI_3,331143,14_1219_A_1_13_12,Pinus,pinea,9.5,25.95,-5.03783695356477,37.9742517957779
1,S_NFI_3,331930,14_1291_A_1_4_2,Pinus,pinea,19.7,61.15,-4.85425731670942,37.9232321295559
0,S_NFI_3,325136,14_608_A_3C_1_1,Pinus,pinea,9.4,25.4,-4.41592208300717,38.1908733057111
0,S_NFI_3,326429,14_755_A_4_11_11,Pinus,pinea,9.7,25.45,-5.27961054415581,38.0600730708838
0,S_NFI_3,326600,14_775_A_1_24_23,Pinus,pinea,9.1,26.3,-5.22211515778248,38.043258525076
1,S_NFI_3,326802,14_798_A_1_4_3,Pinus,pinea,21.4,62.9,-5.20980641024164,38.0165189248718
0,S_NFI_3,326908,14_807_A_1_1_1,Pinus,pinea,9.3,25.95,-5.22089092973501,38.0071036684549
0,S_NFI_3,327435,14_882_A_1_10_10,Pinus,pinea,9.1,25.3,-5.12010262679644,38.0629264106544
0,S_NFI_3,327999,14_926_A_3E_2_2,Pinus,pinea,9.5,26.95,-5.16427044031863,38.0172737859845
0,S_NFI_3,328137,14_941_A_1_11_11,Pinus,pinea,9.2,25.85,-5.11850153208683,38.0088918746349
0,S_NFI_3,422946,16_2803_A_1_13_10,Pinus,pinea,9.5,27.15,-2.23175720562806,39.566456010378
0,S_NFI_3,422941,16_2803_A_1_8_6,Pinus,pinea,9.5,26.8,-2.23166401571841,39.5663699491212
0,S_NFI_3,424778,16_3087_A_1_2_2,Pinus,pinea,9.5,26.15,-1.94208926012894,39.46510251957
0,S_NFI_3,424816,16_3092_A_1_18_18,Pinus,pinea,9.5,26.25,-1.82742273840342,39.382997087961
0,S_NFI_3,425056,16_3129_A_1_2_2,Pinus,pinea,9.5,26.9,-2.408320473082,39.3243532105922
0,S_NFI_3,426019,16_4230_N_N_14_14,Pinus,pinea,9.5,27,-2.02164871932779,39.6099981025679
0,S_NFI_3,426029,16_4230_N_N_24_24,Pinus,pinea,9.5,26.7,-2.0215391546181,39.6100319525045
1,S_NFI_3,653870,23_1171_A_1_8_6,Pinus,pinea,19.6,67.5,-3.99296683582489,38.1409733271116
1,S_NFI_3,653864,23_1171_A_1_2_2,Pinus,pinea,19.5,79.3,-3.99270580781944,38.1410831329696
0,S_NFI_3,641854,23_189_A_1_20_20,Pinus,pinea,9.3,27,-3.42369483487725,38.3877509510849
0,S_NFI_3,641873,23_191_A_3C_1_1,Pinus,pinea,9.1,25.5,-3.40070623218862,38.3879413730249
0,S_NFI_3,646022,23_512_A_1_7_7,Pinus,pinea,9.1,27.05,-4.18784860975482,38.2112515721152
1,S_NFI_3,647230,23_730_A_1_2_2,Pinus,pinea,18.5,74.5,-3.21726414935896,38.3343518503814
1,S_NFI_3,641009,23_97_A_1_6_6,Pinus,pinea,17.8,67.5,-3.83553086466944,38.3584127478535
1,S_NFI_3,863557,28_1340_A_1_9_6,Pinus,pinea,18.7,85.9,-4.29828855199921,40.4986445840798
1,S_NFI_3,863556,28_1340_A_1_8_5,Pinus,pinea,18.8,79.6,-4.29818723254435,40.4986492244411
1,S_NFI_3,863635,28_1352_A_1_13_12,Pinus,pinea,21.5,61.8,-4.32133474322453,40.4806291999517
1,S_NFI_3,863634,28_1352_A_1_12_11,Pinus,pinea,17.6,65.3,-4.32156641736596,40.4805286538346
1,S_NFI_3,863632,28_1352_A_1_10_9,Pinus,pinea,20.9,75.3,-4.32134650639202,40.4803665245097
1,S_NFI_3,863740,28_1376_A_1_10_10,Pinus,pinea,18,60,-4.29742149951294,40.4538040820433
1,S_NFI_3,863851,28_1402_A_1_9_7,Pinus,pinea,18.5,57.15,-4.3085496010304,40.4264837100953
